School,Zip Code,Grades,Local District,Board District,complete_address,lat,long,arrest_0.5_mile,arrest_1_mile
Frank Del Olmo Elementary,90004,K- 5,C,2-Monica Garcia,100 N New Hampshire Ave Los Angeles CA 90004,34.072925,-118.29259099999999,21,80
10th Street Elementary,90015,1- 5,C,2-Monica Garcia,1000 Grattan St Los Angeles CA 90015,34.0483172,-118.2732352,20,106
Elementary Community Day School,91311,K- 6,XS,3-Scott M Schmerelson,10001 Jumilla Ave Chatsworth CA 91311,34.2518249,-118.56337690000001,0,2
Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,91340,9-12,NE,6-Kelly Gonez,1001 Arroyo Ave San Fernando CA 91340,34.2885136,-118.42101100000001,1,9
San Pedro Senior High Gifted STEAM Magnet,90731,9-11,S,7-Dr Richard A Vladovic,1001 W 15th St San Pedro CA 90731,33.73037,-118.2993419,14,63
Normont Elementary,90710,K- 5,S,7-Dr Richard A Vladovic,1001 W 253rd St Harbor City CA 90710,33.7947219,-118.2927652,7,22
Stoney Point Continuation High,91311,9-12,NW,3-Scott M Schmerelson,10010 De Soto Ave Chatsworth CA 91311,34.252045700000004,-118.5881187,1,7
Montara Avenue Elementary,90280,K- 6,E,5-Vacant,10018 Montara Ave South Gate CA 90280,33.9445932,-118.2177328,0,9
Chatsworth Charter High School,91311,9-12,NW,3-Scott M Schmerelson,10027 Lurline Ave Chatsworth CA 91311,34.253423700000006,-118.58606609999998,2,7
Our Community Charter School,91311,K- 8,XR,3-Scott M Schmerelson,10045 Jumilla Ave Chatsworth CA 91311,34.2526771,-118.56391570000001,0,2
Teach Academy of Technologies,90047,5- 8,XR,1-Dr George J McKenna III,10045 S Western Ave Los Angeles CA 90047,33.944032799999995,-118.30938059999998,1,2
Westminster Avenue Elementary Math/Tech/Env Studies Magnet,90291,K- 5,W,4-Nick Melvoin,1010 Abbot Kinney Blvd Venice CA 90291,33.9916065,-118.4722,184,229
Matrix for Success Academy,90011,9-12,XR,5-Vacant,1010 E 34th St Los Angeles CA 90011,34.0121604,-118.2572762,14,41
Ernest Lawrence Middle School Gifted Magnet,91311,6- 8,NW,3-Scott M Schmerelson,10100 Variel Ave Chatsworth CA 91311,34.2542079,-118.59184599999999,1,9
Alliance Judy Ivie Burton Technology Academy High School,90003,9-12,XR,7-Dr Richard A Vladovic,10101 S Broadway Los Angeles CA 90003,33.9441138,-118.2786642,20,91
Pinewood Avenue Elementary,91042,K- 5,NE,6-Kelly Gonez,10111 Silverton Ave Tujunga CA 91042,34.2531547,-118.28510849999999,8,11
Haddon Ave Elementary STEAM Magnet,91331,1- 5,NE,6-Kelly Gonez,10115 Haddon Ave Pacoima CA 91331,34.253214899999996,-118.42113300000001,2,21
Andasol Avenue Elementary,91325,K- 5,NW,3-Scott M Schmerelson,10126 Encino Ave Northridge CA 91325,34.254699,-118.514375,2,8
Broadway Elementary,90291,K- 5,W,4-Nick Melvoin,1015 Lincoln Blvd Venice CA 90291,33.997769500000004,-118.46125819999999,24,122
Extera Public School #2,90023,K- 1,XR,2-Monica Garcia,1015 S Lorena St Los Angeles CA 90023,34.0256614,-118.20272379999999,17,53
Vinedale Elementary,91352,K- 6,NE,6-Kelly Gonez,10150 La Tuna Canyon Rd Sun Valley CA 91352,34.233958200000004,-118.35192479999999,0,8
Dr James Edward Jones Primary Center,90037,K- 2,C,1-Dr George J McKenna III,1017 W 47th St Los Angeles CA 90037,34.0010041,-118.29221899999999,22,80
Camino Nuevo Academy #4,90026,K- 8,XR,5-Vacant,1018 Mohawk St Los Angeles CA 90026,34.0764615,-118.2652252,5,22
Soto Street Elementary,90023,K- 6,E,2-Monica Garcia,1020 S Soto St Los Angeles CA 90023,34.0316946,-118.21698310000001,14,45
Santa Monica Boulevard Community,90038,K- 6,XR,4-Nick Melvoin,1022 N Van Ness Ave Los Angeles CA 90038,34.089580700000006,-118.3151905,39,164
Apperson Street Elementary,91040,K- 5,NE,6-Kelly Gonez,10233 Woodward Ave Sunland CA 91040,34.2557573,-118.3074271,4,9
Westside Global Awareness Magnet,90292,K- 8,W,4-Nick Melvoin,104 Anchorage St Marina Del Rey CA 90292,33.9791154,-118.464817,7,112
Weigand Avenue Elementary,90002,K- 5,S,7-Dr Richard A Vladovic,10401 Weigand Ave Los Angeles CA 90002,33.9410882,-118.2299565,15,57
Sally Ride Elementary: A Smart Academy,90011,K- 5,C,5-Vacant,1041 E 46th St Los Angeles CA 90011,34.002315100000004,-118.2567737,4,53
Valley Academy of Arts and Sciences,91344,9-12,NW,3-Scott M Schmerelson,10445 Balboa Blvd Granada Hills CA 91344,34.2598026,-118.5027832,5,9
Amestoy Elementary,90247,K- 5,S,7-Dr Richard A Vladovic,1048 W 149th St Gardena CA 90247,33.8957263,-118.293351,1,8
West Hollywood Community Day School,90046,7-12,W,4-Nick Melvoin,1049 N Fairfax Ave West Hollywood CA 90046,34.0900009,-118.36183179999999,6,18
Equitas Academy #3 Charter School,90015,K- K,XR,2-Monica Garcia,1050 Beacon Ave Los Angeles CA 90015,34.0485365,-118.2759098,22,107
Aurora Elementary,90011,K- 5,C,7-Dr Richard A Vladovic,1050 E 52nd Pl Los Angeles CA 90011,33.99584040000001,-118.2571114,17,51
Granada Hills Charter High School,91344,9-12,XR,3-Scott M Schmerelson,10535 Zelzah Ave Granada Hills CA 91344,34.2609052,-118.5253692,0,6
Dorothy V Johnson Community Day School,90002,9-12,S,7-Dr Richard A Vladovic,10601 S Grandee Ave Los Angeles CA 90002,33.9391869,-118.2440331,24,86
Teach Tech Charter High School,90047,9-12,XR,1-Dr George J McKenna III,10616 S Western Ave Los Angeles CA 90047,33.9394,-118.30879709999999,0,2
Verdugo Hills Senior High,91042,9-12,NE,6-Kelly Gonez,10625 Plainview Ave Tujunga CA 91042,34.2613775,-118.2993739,5,10
Overland Avenue Elementary,90064,K- 5,W,1-Dr George J McKenna III,10650 Ashby Ave Los Angeles CA 90064,34.038203499999995,-118.4212848,5,23
"Girls Academic Leadership, Dr Michelle King School for STEM",90019,6-11,W,1-Dr George J McKenna III,1067 West Blvd Los Angeles CA 90019,34.05536970000001,-118.33145970000001,3,17
Alliance Cindy & Bill Simon Technology Academy,90059,9-12,XR,7-Dr Richard A Vladovic,10720 S Wilmington Ave Los Angeles CA 90059,33.938494,-118.2387416,25,81
Roscoe Elementary,91352,K- 5,NE,6-Kelly Gonez,10765 Strathern St Sun Valley CA 91352,34.2159951,-118.36653670000001,10,21
Downtown Business Magnet,90012,9-12,C,2-Monica Garcia,1081 W Temple St Los Angeles CA 90012,34.0630446,-118.25041200000001,4,42
Darby Avenue Elementary,91326,K- 5,NW,3-Scott M Schmerelson,10818 Darby Ave Porter Ranch CA 91326,34.266231299999994,-118.53318440000001,0,6
Plainview Academic Charter Academy,91042,K- 5,NE,6-Kelly Gonez,10819 Plainview Ave Tujunga CA 91042,34.2655714,-118.29845309999999,1,7
George Washington Preparatory Senior High,90047,9-12,W,1-Dr George J McKenna III,10860 S Denker Ave Los Angeles CA 90047,33.9372016,-118.30436940000001,0,11
Palms Middle School,90034,6- 8,W,1-Dr George J McKenna III,10860 Woodbine St Los Angeles CA 90034,34.0235718,-118.4164463,0,10
Tulsa Street Elementary,91344,K- 5,NW,3-Scott M Schmerelson,10900 Hayvenhurst Ave Granada Hills CA 91344,34.269231,-118.49235700000001,3,9
Oxnard Street Elementary,91606,K- 5,NE,6-Kelly Gonez,10912 Oxnard St North Hollywood CA 91606,34.179155200000004,-118.36861119999999,4,33
109th Street Elementary,90059,K- 5,S,7-Dr Richard A Vladovic,10915 S Mc Kinley Ave Los Angeles CA 90059,33.9370458,-118.2616616,24,91
Century Park Elementary,90303,K- 5,W,1-Dr George J McKenna III,10935 S Spinning Ave Inglewood CA 90303,33.9370316,-118.31919109999998,0,1
Berenece Carlson Home School,91602,K-12,XS,3-Scott M Schmerelson,10952 Whipple St North Hollywood CA 91602,34.1478747,-118.368802,2,11
Mount Gleason Middle School,91040,6- 8,NE,6-Kelly Gonez,10965 Mt Gleason Ave Sunland CA 91040,34.2686865,-118.30387140000002,2,8
Telfair Avenue Elementary,91331,K- 5,NE,6-Kelly Gonez,10975 Telfair Ave Pacoima CA 91331,34.2687359,-118.43189890000001,10,37
Alliance Morgan McKinzie High,90063,9-12,XR,2-Monica Garcia,110 S Townsend Ave Los Angeles CA 90063,34.0356467,-118.18775330000001,0,3
Vox Collegiate of Los Angeles,90044,6- 6,XR,7-Dr Richard A Vladovic,1100 W Manchester Ave Los Angeles CA 90044,33.95962859999999,-118.2941828,14,48
Mission Continuation High,91340,9-12,NE,6-Kelly Gonez,11015 O'Melveny Ave San Fernando CA 91340,34.270220200000004,-118.4399808,6,22
Pacoima Elementary,91331,K- 5,XR,6-Kelly Gonez,11016 Norris Ave Pacoima CA 91331,34.27025689999999,-118.41569040000002,8,32
Clover Avenue Elementary,90034,K- 5,W,1-Dr George J McKenna III,11020 Clover Ave Los Angeles CA 90034,34.0265375,-118.4246163,0,16
Sara Coughlin Elementary School,91331,K- 5,NE,6-Kelly Gonez,11035 Borden Ave Pacoima CA 91331,34.2703727,-118.4027551,1,22
95th Street Elementary,90044,K- 5,W,1-Dr George J McKenna III,1109 W 96th St Los Angeles CA 90044,33.94902020000001,-118.2946396,4,37
West Athens Elementary,90044,K- 5,W,1-Dr George J McKenna III,1110 W 119th St Los Angeles CA 90044,33.9244445,-118.29491200000001,4,14
Ritter Elementary,90059,K- 5,S,7-Dr Richard A Vladovic,11108 Watts Ave Los Angeles CA 90059,33.933983500000004,-118.227579,17,44
Dr Richard A Vladovic Harbor Teacher Preparation Academy,90744,9-12,S,7-Dr Richard A Vladovic,1111 Figueroa Pl Wilmington CA 90744,33.78411,-118.2826821,3,19
Ford Boulevard Elementary,90022,K- 5,E,5-Vacant,1112 S Ford Blvd Los Angeles CA 90022,34.020241,-118.17142,0,0
Animo South Los Angeles Charter High School,90047,9-12,XR,1-Dr George J McKenna III,11130 Western Ave Los Angeles CA 90047,33.93301470000001,-118.3082953,0,5
Charnock Road Elementary,90034,K- 5,W,1-Dr George J McKenna III,11133 Charnock Rd Los Angeles CA 90034,34.0177163,-118.4197331,0,3
San Fernando Senior High,91340,9-12,NE,6-Kelly Gonez,11133 O'Melveny Ave San Fernando CA 91340,34.2701053,-118.44012759999998,6,22
Oscar de la Hoya Animo Charter High School,90023,9-12,XR,2-Monica Garcia,1114 S Lorena St Los Angeles CA 90023,34.0232883,-118.20340929999999,20,49
Hollywood Primary Center,90038,K- 3,W,4-Nick Melvoin,1115 Tamarind Ave Los Angeles CA 90038,34.0912722,-118.31930039999999,29,300
Aragon Avenue Elementary,90065,K- 5,C,5-Vacant,1118 Aragon Ave Los Angeles CA 90065,34.095273999999996,-118.225319,9,16
Danube Avenue Elementary,91344,K- 5,NW,3-Scott M Schmerelson,11220 Danube Ave Granada Hills CA 91344,34.273809,-118.473926,4,9
Samuel Gompers MS University Pathways Medical Magnet Academy,90061,9-10,S,7-Dr Richard A Vladovic,11227 S San Pedro St Los Angeles CA 90061,33.9325242,-118.2695676,25,67
Meyler Street Elementary,90502,K- 5,S,7-Dr Richard A Vladovic,1123 W 223rd St Torrance CA 90502,33.825404,-118.29583899999999,3,10
Wisdom Elementary,90001,K- 6,S,7-Dr Richard A Vladovic,1125 E 74th St Los Angeles CA 90001,33.973449200000005,-118.2560885,2,19
John F Kennedy Senior High Gifted Medical Magnet,91344,9-12,NW,3-Scott M Schmerelson,11254 Gothic Ave Granada Hills CA 91344,34.275948,-118.48758600000001,3,4
Alliance College Ready Academy #8,90063,6- 8,XR,2-Monica Garcia,113 S Rowan Ave Los Angeles CA 90063,34.0354635,-118.1874607,0,3
San Fernando Elementary,91340,K- 5,NE,6-Kelly Gonez,1130 Mott St San Fernando CA 91340,34.2794715,-118.4477918,0,6
Community Elementary Magnet Charter School,90049,K- 5,W,4-Nick Melvoin,11301 Bellagio Rd Los Angeles CA 90049,34.082706099999996,-118.46270700000001,0,2
Ramona Elementary,90029,K- 6,W,5-Vacant,1133 N Mariposa Ave Los Angeles CA 90029,34.0918115,-118.29970900000001,32,110
Magnolia Science Academy #4,90064,6-12,XR,4-Nick Melvoin,11330 W Graham Pl Los Angeles CA 90064,34.0298675,-118.43475990000002,11,26
Fenton Avenue Primary Center,91331,K- 2,XR,6-Kelly Gonez,11351 Dronfield Ave Pacoima CA 91331,34.276331400000004,-118.40360179999999,6,20
Wilmington Park Elementary,90744,K- 5,S,7-Dr Richard A Vladovic,1140 Mahar Ave Wilmington CA 90744,33.78610820000001,-118.2461295,7,11
Brainard Elementary,91342,K- 5,NE,6-Kelly Gonez,11407 Brainard Ave Lakeview Terrace CA 91342,34.277389899999996,-118.36462,0,2
Maurice Sendak Elementary,91601,K- 5,NE,6-Kelly Gonez,11414 W Tiara St North Hollywood CA 91601,34.178419,-118.3798265,4,43
PUC Lakeview Charter Academy,91342,6- 8,XR,6-Kelly Gonez,11465 Kagel Cyn St Lakeview Terrace CA 91342,34.2801323,-118.3815435,1,6
PUC CALS Charter Middle & Early College High School,91342,6- 8,XR,5-Vacant,11500 Eldridge Ave Lakeview Terrace CA 91342,34.2800972,-118.3823795,1,7
Woodcrest Elementary,90044,K- 5,W,1-Dr George J McKenna III,1151 W 109th St Los Angeles CA 90044,33.937644899999995,-118.29591840000002,5,18
Arminta Street Elementary,91605,K- 5,NE,6-Kelly Gonez,11530 Strathern St North Hollywood CA 91605,34.214783000000004,-118.3826,5,23
Cimarron Avenue Elementary,90250,K- 5,W,1-Dr George J McKenna III,11559 Cimarron Ave Hawthorne CA 90250,33.929058000000005,-118.31596599999999,0,0
Citizens of the World Mar Vista,90064,K- 2,XR,4-Nick Melvoin,11561 Gateway Blvd Los Angeles CA 90064,34.0319369,-118.44263500000001,13,40
Richland Avenue Elementary,90064,K- 6,W,4-Nick Melvoin,11562 Richland Ave Los Angeles CA 90064,34.0284625,-118.44003740000001,9,31
Berendo Middle School,90006,6- 8,C,2-Monica Garcia,1157 S Berendo St Los Angeles CA 90006,34.0493379,-118.2940013,15,96
116th Street Elementary,90059,K- 5,S,7-Dr Richard A Vladovic,11610 Stanford Ave Los Angeles CA 90059,33.9288029,-118.26193559999999,10,68
Colfax Charter Elementary,91607,K- 5,NE,3-Scott M Schmerelson,11724 Addison St North Hollywood CA 91607,34.160514600000006,-118.3889249,3,25
Stoner Avenue Elementary,90230,K- 5,W,4-Nick Melvoin,11735 Braddock Dr Culver City CA 90230,33.995252,-118.41326200000002,19,23
University High School Charter,90025,9-12,W,4-Nick Melvoin,11800 Texas Ave Los Angeles CA 90025,34.046169799999994,-118.46014740000001,13,51
Knollwood Preparatory Academy,91344,K- 5,NW,3-Scott M Schmerelson,11822 Gerald Ave Granada Hills CA 91344,34.285361,-118.49253999999999,0,4
Fenton Avenue Elementary,91342,3- 5,XR,6-Kelly Gonez,11828 Gain St Lakeview Terrace CA 91342,34.2803696,-118.39060690000001,4,10
Alliance Marine Tech 6-12 Complex,91352,6-12,XR,6-Kelly Gonez,11933 Allegheny St Sun Valley CA 91352,34.2372206,-118.39328400000001,15,30
Estrella Elementary,90011,K- 5,C,7-Dr Richard A Vladovic,120 E 57th St Los Angeles CA 90011,33.9904823,-118.273401,19,86
Hillside Elementary,90031,K- 5,E,2-Monica Garcia,120 E Avenue 35 Los Angeles CA 90031,34.0851554,-118.21268529999999,4,21
Francisco Bravo Senior High Medical Magnet,90033,9-12,E,2-Monica Garcia,1200 N Cornwell St Los Angeles CA 90033,34.0576093,-118.20322649999999,7,20
Felicitas And Gonzalo Mendez Senior High,90033,9-12,E,2-Monica Garcia,1200 Plaza Del Sol Los Angeles CA 90033,34.0485209,-118.2270324,2,34
Los Angeles Academy of Arts and Enterprise,90026,6-12,XR,2-Monica Garcia,1200 W Colton St Los Angeles CA 90026,34.0620181,-118.2545524,0,58
Fernangeles Elementary,91352,K- 5,NE,6-Kelly Gonez,12001 Art St Sun Valley CA 91352,34.231732,-118.39503,15,26
Los Angeles Elementary,90006,K- 5,C,2-Monica Garcia,1211 S Hobart Blvd Los Angeles CA 90006,34.0476826,-118.305646,28,85
Queen Anne Place Elementary,90019,K- 5,W,1-Dr George J McKenna III,1212 Queen Anne Pl Los Angeles CA 90019,34.052000899999996,-118.3309445,5,24
Park Western Place Elem Gifted/Math/Science Magnet,90732,1- 5,S,7-Dr Richard A Vladovic,1214 Park Western Pl San Pedro CA 90732,33.7528158,-118.3045043,3,14
Camino Nuevo High School,90026,9-10,XR,2-Monica Garcia,1215 W Miramar St Los Angeles CA 90026,34.0580589,-118.25782439999999,4,91
PUC Nueva Esperanza Charter Academy,91340,6- 8,XR,6-Kelly Gonez,1218 4th St San Fernando CA 91340,34.287766999999995,-118.4385348,0,10
Burbank Boulevard Elementary,91607,K- 5,NE,3-Scott M Schmerelson,12215 Albers St North Hollywood CA 91607,34.170582399999994,-118.39917209999999,2,22
Playa Del Rey Elementary,90230,K- 5,W,4-Nick Melvoin,12221 Juniette St Culver City CA 90230,33.982265500000004,-118.40962409999999,1,18
Animo Western Charter Middle School,90047,6- 8,XR,1-Dr George J McKenna III,12226 S Western Ave Los Angeles CA 90047,33.9211517,-118.30863729999999,0,0
El Oro Way Charter for Enriched Studies,91344,K- 5,NW,3-Scott M Schmerelson,12230 El Oro Way Granada Hills CA 91344,34.2932011,-118.5048264,1,1
Hooper Avenue Elementary,90011,1- 5,C,5-Vacant,1225 E 52nd St Los Angeles CA 90011,33.9956919,-118.2536216,14,47
Aspire Inskeep Academy Charter,90003,K- 6,XR,7-Dr Richard A Vladovic,123 W 59th St Los Angeles CA 90003,33.9870692,-118.2749225,24,83
Robert Frost Middle School,91344,6- 8,NW,3-Scott M Schmerelson,12314 Bradford Pl Granada Hills CA 91344,34.2947615,-118.5115905,0,1
Harry Bridges Span School,90744,K- 8,S,7-Dr Richard A Vladovic,1235 Broad Ave Wilmington CA 90744,33.7872845,-118.2617529,4,28
Arts in Action Community Middle,90023,6- 8,XR,2-Monica Garcia,1241 S Soto St Los Angeles CA 90023,34.027414,-118.220028,11,50
John H Francis Polytechnic Senior High,91352,9-12,NE,6-Kelly Gonez,12431 Roscoe Blvd Sun Valley CA 91352,34.222798700000006,-118.4041655,7,25
Vista del Valle Dual Language Academy Dual Language Spanish,91340,K- 5,NE,6-Kelly Gonez,12441 Bromont Ave San Fernando CA 91340,34.2957652,-118.42151299999999,1,6
Porter Ranch Community School Dual Language Korean,91326,K- 5,NW,3-Scott M Schmerelson,12450 Mason Ave Porter Ranch CA 91326,34.293056400000005,-118.5812973,0,0
Goethe International Charter School,90066,K- 5,XR,4-Nick Melvoin,12500 Braddock Dr Los Angeles CA 90066,33.9875741,-118.4209002,9,24
Robert H Lewis Continuation High,91352,9-12,NE,6-Kelly Gonez,12508 Wicks St Sun Valley CA 91352,34.226157,-118.404227,6,20
Bert Corona Charter High,91331,9-10,XR,6-Kelly Gonez,12513 Gain St Pacoima CA 91331,34.271262799999995,-118.40446100000001,1,25
Glenn Hammond Curtiss Middle School,90746,6- 8,S,7-Dr Richard A Vladovic,1254 E Helmick St Carson CA 90746,33.8500676,-118.25072220000001,0,0
Charles Maclay Middle School,91331,6- 8,NE,6-Kelly Gonez,12540 Pierce Ave Pacoima CA 91331,34.2712446,-118.40606329999999,1,22
PUC Inspire Charter Academy,91331,6- 8,XR,6-Kelly Gonez,12550 Van Nuys Blvd Pacoima CA 91331,34.2765311,-118.40547079999999,5,22
Hillery T Broadous Elementary,91331,K- 5,NE,6-Kelly Gonez,12561 Filmore St Pacoima CA 91331,34.283035,-118.40826299999999,3,15
Ann Street Elementary,90012,K- 5,E,2-Monica Garcia,126 E Bloom St Los Angeles CA 90012,34.064324799999994,-118.2302763,3,21
Lenicia B Weemes Elementary,90007,K- 5,C,1-Dr George J McKenna III,1260 W 36th Pl Los Angeles CA 90007,34.0216126,-118.2967404,14,52
Ocean Charter,90066,K- 8,XR,4-Nick Melvoin,12606 Culver Blvd Los Angeles CA 90066,33.986434,-118.424274,9,24
Animo Watts College Preparatory Academy,90061,9-12,XR,7-Dr Richard A Vladovic,12628 Avalon Blvd Los Angeles CA 90061,33.9179976,-118.26412830000001,1,6
Russell Elementary,90001,K- 6,S,7-Dr Richard A Vladovic,1263 E Firestone Blvd Los Angeles CA 90001,33.9605203,-118.251703,7,30
Endeavor College Prep Charter School,90023,K- 8,XR,2-Monica Garcia,1263 S Soto St Los Angeles CA 90023,34.026679,-118.22004170000001,11,50
112th Street Elementary,90059,K- 5,S,7-Dr Richard A Vladovic,1265 E 112th St Los Angeles CA 90059,33.933774799999995,-118.2529361,21,66
Larchmont Charter School,90046,K-10,XR,4-Nick Melvoin,1265 N Fairfax Ave West Hollywood CA 90046,34.093587799999995,-118.36187749999999,2,15
Animo Mae Jemison Charter Middle School,90061,6- 8,XR,7-Dr Richard A Vladovic,12700 Avalon Blvd Los Angeles CA 90061,33.917533399999996,-118.26389990000001,1,6
New Design Charter School - Watts,90061,6-12,XR,7-Dr Richard A Vladovic,12714 S Avalon Los Angeles CA 90061,33.91713970000001,-118.2646764,0,4
El Dorado Avenue Elementary,91342,K- 5,NE,6-Kelly Gonez,12749 El Dorado Ave Sylmar CA 91342,34.3014391,-118.46591799999999,4,17
Hooper Avenue Primary Center,90011,K- K,C,5-Vacant,1280 E 52nd St Los Angeles CA 90011,33.9954878,-118.2525393,13,41
Short Avenue Elementary,90066,K- 6,W,4-Nick Melvoin,12814 Maxella Ave Los Angeles CA 90066,33.9900857,-118.4319635,4,23
Charles Leroy Lowman Special Ed & Career Transition Center,91605,K-12,NE,6-Kelly Gonez,12827 Saticoy St North Hollywood CA 91605,34.2067077,-118.4127961,2,29
Main Street Elementary,90011,K- 5,C,7-Dr Richard A Vladovic,129 E 53rd St Los Angeles CA 90011,33.9946065,-118.2730813,25,73
Jack London Continuation High,91401,9-12,NE,3-Scott M Schmerelson,12924 Oxnard St Van Nuys CA 91401,34.17931420000001,-118.4147006,3,11
Phoenix Continuation High,90066,9-12,W,4-Nick Melvoin,12971 Zanja St Los Angeles CA 90066,33.9969532,-118.44098000000001,7,19
San Fernando Middle School,91340,6- 8,NE,6-Kelly Gonez,130 N Brand Blvd San Fernando CA 91340,34.2828802,-118.4373758,0,10
James Madison Middle School,91605,6- 8,NE,3-Scott M Schmerelson,13000 Hart St North Hollywood CA 91605,34.196244,-118.416501,8,29
Montague Charter Academy for the Arts and Sciences,91331,K- 5,XR,6-Kelly Gonez,13000 Montague St Pacoima CA 91331,34.244464799999996,-118.415015,2,9
Ulysses S Grant Senior High,91401,9-12,NE,3-Scott M Schmerelson,13000 Oxnard St Van Nuys CA 91401,34.177452,-118.41628100000001,3,11
Venice Senior High,90066,9-12,W,4-Nick Melvoin,13000 Venice Blvd Los Angeles CA 90066,33.9970901,-118.4445798,11,22
Fries Avenue Elementary,90744,K- 5,S,7-Dr Richard A Vladovic,1301 Fries Ave Wilmington CA 90744,33.7886708,-118.26586409999999,2,24
Gardena Senior High World Languages Magnet,90248,9-12,S,7-Dr Richard A Vladovic,1301 W 182nd St  Gardena CA 90248,33.8672459,-118.29473090000002,5,6
Rockdale Visual & Performing Arts Magnet,90041,K- 6,C,5-Vacant,1303 Yosemite Dr Los Angeles CA 90041,34.133342999999996,-118.1943156,3,8
Sylmar Biotech Health Academy,91342,9-12,NE,6-Kelly Gonez,13050 Borden Ave Sylmar CA 91342,34.3077277,-118.4410553,9,22
Harding Street Elementary,91342,K- 5,NE,6-Kelly Gonez,13060 Harding St Sylmar CA 91342,34.3052925,-118.4164548,1,6
Riverside Drive Charter School,91423,K- 5,NE,3-Scott M Schmerelson,13061 Riverside Dr Sherman Oaks CA 91423,34.1586514,-118.4172088,4,20
Brockton Avenue Elementary,90025,K- 5,W,4-Nick Melvoin,1309 Armacost Ave Los Angeles CA 90025,34.044357299999994,-118.4629919,11,42
APEX Academy,90028,7-12,XR,4-Nick Melvoin,1309 N Wilton Pl 3rd Fl Los Angeles CA 90028,34.0962709,-118.31483899999999,54,276
Alliance College Ready Academy #12,90011,6- 6,XR,7-Dr Richard A Vladovic,131 E 50th St Los Angeles CA 90011,33.997698,-118.27327,24,74
Evergreen Continuation High,91342,9-12,NE,6-Kelly Gonez,13101 Dronfield Ave Sylmar CA 91342,34.309638799999995,-118.439898,10,20
Christopher Dena Elementary,90023,K- 6,E,2-Monica Garcia,1314 Dacotah St Los Angeles CA 90023,34.0221067,-118.21122450000001,19,46
Playa Vista Elementary,90094,K- 5,W,4-Nick Melvoin,13150 W Bluff Creek Dr Playa Vista CA 90094,33.9686229,-118.42439540000001,0,4
Joseph Le Conte Middle School,90028,6- 8,W,4-Nick Melvoin,1316 N Bronson Ave Hollywood CA 90028,34.0947984,-118.3166922,49,301
Thomas Jefferson Senior High,90011,9-12,C,5-Vacant,1319 E 41st St Los Angeles CA 90011,34.0094826,-118.25087659999998,7,38
Betty Plasencia Elementary,90026,K- 5,C,2-Monica Garcia,1321 Cortez St Los Angeles CA 90026,34.066333,-118.25597340000002,0,22
Dr Lawrence H Moore Math Science Technology Academy,90001,K- 5,S,7-Dr Richard A Vladovic,1321 E 61st St Los Angeles CA 90001,33.984594799999996,-118.25175549999999,3,27
Purche Avenue Elementary STEAM Magnet,90249,1- 5,S,1-Dr George J McKenna III,13210 Purche Ave Gardena CA 90249,33.9123614,-118.32021,0,0
Sylmar Elementary,91342,K- 5,NE,6-Kelly Gonez,13291 Phillippi Ave Sylmar CA 91342,34.312037100000005,-118.4474172,3,17
Hubbard Street Elementary,91342,K- 5,NE,6-Kelly Gonez,13325 Hubbard St Sylmar CA 91342,34.314095,-118.42446799999999,2,11
Vaughn Next Century Learning Center,91340,K-12,XR,6-Kelly Gonez,13330 Vaughn St San Fernando CA 91340,34.2804775,-118.4225892,7,19
Herrick Avenue Elementary,91342,K- 5,NE,6-Kelly Gonez,13350 Herrick Ave Sylmar CA 91342,34.31507270000001,-118.46390659999999,0,5
PUC Lakeview Charter High School,91342,9-12,XR,6-Kelly Gonez,13361 Glenoaks Blvd Sylmar CA 91342,34.3140317,-118.459644,0,9
Parmelee Avenue Elementary,90001,K- 6,S,7-Dr Richard A Vladovic,1338 E 76th Pl Los Angeles CA 90001,33.970087799999995,-118.2508983,0,13
